url,label
https://www.secure35643.net,0
https://www.secure8156.edu,0
https://www.bank727.com,0
https://www.company73003.info,0
https://www.trusted68625.com,0
https://www.trusted49874.com,0
https://www.bank99151.co.uk,0
https://www.safe97040.info,0
https://www.gov30269.info,0
https://www.trusted31182.info,0
https://www.secure20969.com,0
https://www.company98515.org,0
https://www.official51108.gov,0
https://www.official7835.org,0
https://www.bankofindia22221.edu,0
https://www.secure16273.edu,0
https://www.safe95478.gov,0
https://www.company89217.gov,0
https://www.example91606.org,0
https://www.verified88202.com,0
https://www.example81522.org,0
https://www.secure369.org,0
https://www.example39648.net,0
https://www.example39814.gov,0
https://www.verified57821.co.uk,0
https://www.example45787.edu,0
https://www.secure5118.co.uk,0
https://www.example75390.edu,0
https://www.secure11540.gov,0
https://www.bank31501.co.uk,0
https://www.safe13506.edu,0
https://www.gov36020.info,0
https://www.safe82928.com,0
https://www.secure43310.edu,0
https://www.company51126.co.uk,0
https://www.gov40823.co.uk,0
https://www.secure36115.co.uk,0
https://www.secure7704.gov,0
https://www.news94560.net,0
https://www.verified30142.co.uk,0
https://www.example6558.com,0
https://www.example47017.com,0
https://www.news13652.edu,0
https://www.trusted92187.co.uk,0
https://www.verified325.net,0
https://www.verified45119.edu,0
https://www.secure84118.info,0
https://www.example70056.com,0
https://www.news20528.co.uk,0
https://www.company61795.edu,0
https://www.news89706.com,0
https://www.news85488.co.uk,0
https://www.secure28748.com,0
https://www.trusted50077.com,0
https://www.bank20846.net,0
https://www.news87989.net,0
https://www.safe20399.net,0
https://www.gov14253.org,0
https://www.company82093.net,0
https://www.verified64702.co.uk,0
https://www.company4365.gov,0
https://www.news27652.org,0
https://www.news12533.gov,0
https://www.trusted86710.info,0
https://www.news15451.org,0
https://www.safe99146.org,0
https://www.gov76783.org,0
https://www.official5291.info,0
https://www.gov33197.gov,0
https://www.trusted11339.com,0
https://www.safe50798.net,0
https://www.gov7208.gov,0
https://www.bank90773.gov,0
https://www.news20812.com,0
https://www.trusted6153.com,0
https://www.news2060.gov,0
https://www.news12195.info,0
https://www.company59527.net,0
https://www.verified97319.info,0
https://www.secure82900.edu,0
https://www.company93944.info,0
https://www.official76465.gov,0
https://www.official72045.co.uk,0
https://www.safe57348.org,0
https://www.gov18727.org,0
https://www.verified5629.net,0
https://www.verified2787.com,0
https://www.safe66930.co.uk,0
https://www.official2543.gov,0
https://www.trusted55142.org,0
https://www.example75000.org,0
https://www.news4494.com,0
https://www.company6783.gov,0
https://www.news42686.info,0
https://www.gov38370.edu,0
https://www.trusted37959.net,0
https://www.news59630.org,0
https://www.official62.co.uk,0
https://www.verified74947.gov,0
https://www.company66592.info,0
https://www.verified650.net,0
https://www.verified29732.com,0
https://www.secure48128.co.uk,0
https://www.gov13175.info,0
https://www.example84697.net,0
https://www.official85899.net,0
https://www.secure60579.gov,0
https://www.example44297.gov,0
https://www.secure12229.com,0
https://www.safe94690.co.uk,0
https://www.gov67944.edu,0
https://www.example87188.edu,0
https://www.news68448.info,0
https://www.bank51775.com,0
https://www.company29169.org,0
https://www.official55087.com,0
https://www.trusted41007.gov,0
https://www.secure7211.edu,0
https://www.safe15228.gov,0
https://www.trusted79919.org,0
https://www.secure4882.gov,0
https://www.official19080.com,0
https://www.verified87799.net,0
https://www.trusted33113.edu,0
https://www.trusted13483.edu,0
https://www.official40456.gov,0
https://www.bank45096.com,0
https://www.safe56161.com,0
https://www.gov57048.com,0
https://www.gov66184.com,0
https://www.news25278.edu,0
https://www.news52268.info,0
https://www.example92136.info,0
https://www.trusted59320.gov,0
https://www.verified30149.gov,0
https://www.safe47042.co.uk,0
https://www.safe67126.net,0
https://www.example30607.edu,0
https://www.secure32539.gov,0
https://www.secure92553.edu,0
https://www.official29703.edu,0
https://www.company997.gov,0
https://www.company29338.com,0
https://www.secure26528.gov,0
https://www.verified98939.com,0
https://www.gov85338.gov,0
https://www.safe84824.org,0
https://www.bank45174.gov,0
https://www.example78391.gov,0
https://www.verified53112.org,0
https://www.company8311.edu,0
https://www.company96551.info,0
https://www.verified29724.com,0
